country-year,country,year,suicides_no,population,suicides/100k pop,year_gdp,gdp_per_capita
Mexico2000,Mexico,2000,3456,89694793,54.89,708000000000.0,7890.0
Mexico2001,Mexico,2001,3760,91052714,63.300000000000004,757000000000.0,8310.0
Mexico2002,Mexico,2002,3826,92394316,58.36000000000001,772000000000.0,8360.0
Mexico2003,Mexico,2003,4070,93758859,63.0,729000000000.0,7780.0
Mexico2004,Mexico,2004,4056,95193068,60.75,782000000000.0,8220.0
Mexico2005,Mexico,2005,4274,96730008,62.220000000000006,877000000000.0,9070.0
Mexico2006,Mexico,2006,4230,98468839,59.220000000000006,975000000000.0,9910.0
Mexico2007,Mexico,2007,4285,100294297,58.010000000000005,1050000000000.0,10500.0
Mexico2008,Mexico,2008,4642,102170587,60.83,1110000000000.0,10900.0
Mexico2009,Mexico,2009,5023,104044342,64.14,900000000000.0,8650.0
Mexico2010,Mexico,2010,4858,105875861,61.00999999999999,1060000000000.0,9990.0
Mexico2011,Mexico,2011,5558,107655100,65.52,1180000000000.0,11000.0
Mexico2012,Mexico,2012,5381,109368765,63.43,1200000000000.0,11000.0
Mexico2013,Mexico,2013,5711,111036708,64.99000000000001,1270000000000.0,11500.0
Mexico2014,Mexico,2014,6178,112692589,68.37999999999998,1310000000000.0,11700.0
Mexico2015,Mexico,2015,6234,114357884,66.57,1170000000000.0,10200.0
Mongolia2016,Mongolia,2016,423,2167589,184.39,11200000000.0,4145.0
Montenegro2000,Montenegro,2000,0,578668,0.0,984000000.0,1701.0
Montenegro2001,Montenegro,2001,0,578668,0.0,1160000000.0,2004.0
Montenegro2002,Montenegro,2002,0,578668,0.0,1280000000.0,2220.0
Montenegro2003,Montenegro,2003,0,579688,0.0,1710000000.0,2946.0
Montenegro2004,Montenegro,2004,0,581623,0.0,2070000000.0,3565.0
Montenegro2005,Montenegro,2005,118,583232,274.4799999999999,2260000000.0,3870.0
Montenegro2006,Montenegro,2006,0,584885,0.0,2720000000.0,4654.0
Montenegro2007,Montenegro,2007,121,587244,335.53,3680000000.0,6268.0
Montenegro2008,Montenegro,2008,126,589953,308.09000000000003,4550000000.0,7705.0
Montenegro2009,Montenegro,2009,107,592234,275.93,4160000000.0,7023.0
Netherlands1985,Netherlands,1985,1638,13618300,159.89,142000000000.0,10400.0
Netherlands1986,Netherlands,1986,1604,13695500,158.28000000000003,198000000000.0,14500.0
Netherlands1987,Netherlands,1987,1616,13777000,157.17000000000004,242000000000.0,17600.0
Netherlands1988,Netherlands,1988,1523,13855700,147.59999999999997,259000000000.0,18700.0
Netherlands1989,Netherlands,1989,1520,13929300,136.01000000000002,255000000000.0,18300.0
Netherlands1990,Netherlands,1990,1450,14014300,136.17000000000002,314000000000.0,22400.0
Netherlands1991,Netherlands,1991,1611,14114800,150.49,323000000000.0,22900.0
Netherlands1992,Netherlands,1992,1587,14216900,143.49,358000000000.0,25200.0
Netherlands1993,Netherlands,1993,1555,14313600,135.98,349000000000.0,24400.0
Netherlands1994,Netherlands,1994,1584,14397700,136.96,374000000000.0,26000.0
Netherlands1995,Netherlands,1995,1511,14474000,125.02000000000002,447000000000.0,30900.0
Netherlands1996,Netherlands,1996,1577,14553700,135.07,446000000000.0,30600.0
Netherlands1997,Netherlands,1997,1572,14639900,136.57,412000000000.0,28200.0
Netherlands1998,Netherlands,1998,1519,14734600,128.5,432000000000.0,29400.0
Netherlands1999,Netherlands,1999,1519,14832000,123.16000000000001,442000000000.0,29800.0
Netherlands2000,Netherlands,2000,1501,14933235,118.99000000000001,413000000000.0,27600.0
Netherlands2001,Netherlands,2001,1474,15038337,116.3,427000000000.0,28400.0
Netherlands2002,Netherlands,2002,1570,15130318,119.72999999999999,465000000000.0,30800.0
Netherlands2003,Netherlands,2003,1502,15203397,113.33,572000000000.0,37600.0
Netherlands2004,Netherlands,2004,1514,15265861,111.16,651000000000.0,42600.0
Netherlands2005,Netherlands,2005,1574,15320595,113.27999999999999,679000000000.0,44300.0
Netherlands2006,Netherlands,2006,1525,15368697,113.18999999999998,727000000000.0,47300.0
Netherlands2007,Netherlands,2007,1354,15425404,97.43999999999997,839000000000.0,54400.0
Netherlands2008,Netherlands,2008,1439,15506963,102.08999999999999,936000000000.0,60400.0
Netherlands2009,Netherlands,2009,1530,15602176,108.30000000000001,858000000000.0,55000.0
Netherlands2010,Netherlands,2010,1604,15691409,109.48999999999997,836000000000.0,53300.0
Netherlands2011,Netherlands,2011,1650,15772162,113.07999999999998,894000000000.0,56700.0
Netherlands2012,Netherlands,2012,1756,15839503,118.51,829000000000.0,52300.0
Netherlands2013,Netherlands,2013,1856,15899508,125.53000000000002,867000000000.0,54500.0
Netherlands2014,Netherlands,2014,1839,15899508,121.42,880000000000.0,55300.0
Netherlands2015,Netherlands,2015,1873,16057342,126.93,758000000000.0,47200.0
Netherlands2016,Netherlands,2016,1886,14239554,127.38999999999999,777000000000.0,48100.0
New Zealand1985,New Zealand,1985,338,3025800,153.64,25000000000.0,8246.0
New Zealand1986,New Zealand,1986,414,3026100,178.67,30600000000.0,10114.0
New Zealand1987,New Zealand,1987,463,3047100,210.51999999999998,40300000000.0,13238.0
New Zealand1988,New Zealand,1988,484,3055200,205.03,45500000000.0,14890.0
New Zealand1989,New Zealand,1989,465,3063800,190.62,44200000000.0,14417.0
New Zealand1990,New Zealand,1990,455,3089400,186.57,45500000000.0,14734.0
New Zealand1991,New Zealand,1991,474,3203900,175.48,42800000000.0,13345.0
New Zealand1992,New Zealand,1992,493,3235600,183.59,41600000000.0,12868.0
New Zealand1993,New Zealand,1993,443,3273200,163.98000000000002,46700000000.0,14271.0
New Zealand1994,New Zealand,1994,512,3319500,198.63,55200000000.0,16615.0
New Zealand1995,New Zealand,1995,545,3373800,199.42000000000004,63900000000.0,18945.0
New Zealand1996,New Zealand,1996,540,3432500,195.13,70100000000.0,20434.0
New Zealand1997,New Zealand,1997,562,3470200,198.28000000000003,66100000000.0,19041.0
New Zealand1998,New Zealand,1998,574,3502800,201.07000000000002,56200000000.0,16052.0
New Zealand1999,New Zealand,1999,516,3549300,176.80000000000004,58800000000.0,16556.0
New Zealand2000,New Zealand,2000,458,3573690,157.54,52600000000.0,14725.0
New Zealand2001,New Zealand,2001,508,3599090,179.9,53900000000.0,14968.0
New Zealand2002,New Zealand,2002,467,3659190,152.03000000000003,66600000000.0,18208.0
New Zealand2003,New Zealand,2003,519,3729420,172.35,88300000000.0,23663.0
New Zealand2004,New Zealand,2004,495,3802510,163.41000000000003,104000000000.0,27300.0
New Zealand2005,New Zealand,2005,514,3849280,157.93000000000004,115000000000.0,29800.0
New Zealand2006,New Zealand,2006,527,3898600,156.74,112000000000.0,28600.0
New Zealand2007,New Zealand,2007,494,3935450,148.19,137000000000.0,34900.0
New Zealand2008,New Zealand,2008,520,3968450,151.77999999999994,133000000000.0,33600.0
New Zealand2009,New Zealand,2009,512,4009980,153.00000000000003,121000000000.0,30300.0
New Zealand2010,New Zealand,2010,536,4055470,152.62,147000000000.0,36100.0
New Zealand2011,New Zealand,2011,493,4090460,142.82000000000002,168000000000.0,41200.0
New Zealand2012,New Zealand,2012,549,4120870,158.03000000000003,176000000000.0,42800.0
New Zealand2013,New Zealand,2013,513,4129770,144.55,191000000000.0,46200.0
Nicaragua2010,Nicaragua,2010,351,5107427,88.74000000000001,8760000000.0,1715.0
Nicaragua2011,Nicaragua,2011,369,5177921,89.54999999999998,9770000000.0,1888.0
Nicaragua2012,Nicaragua,2012,316,5251443,72.28999999999999,10500000000.0,2006.0
Nicaragua2013,Nicaragua,2013,351,5326935,80.97000000000001,11000000000.0,2062.0
Nicaragua2014,Nicaragua,2014,311,5402424,71.39999999999999,11900000000.0,2199.0
Nicaragua2015,Nicaragua,2015,315,5476483,69.86999999999999,12600000000.0,2303.0
Norway1986,Norway,1986,579,3911700,163.62,78700000000.0,20117.0
Norway1987,Norway,1987,649,3929500,191.56,94200000000.0,23980.0
Norway1988,Norway,1988,708,3946600,208.49999999999997,102000000000.0,25800.0
Norway1989,Norway,1989,660,3955800,197.89000000000004,103000000000.0,25900.0
Norway1990,Norway,1990,659,3961300,191.31000000000003,120000000000.0,30200.0
Norway1991,Norway,1991,675,3972600,194.82000000000002,122000000000.0,30700.0
Norway1992,Norway,1992,616,3989800,181.64000000000001,131000000000.0,32800.0
Norway1993,Norway,1993,590,4010500,178.05,121000000000.0,30100.0
Norway1994,Norway,1994,531,4033300,150.53,127000000000.0,31500.0
Norway1995,Norway,1995,548,4055900,156.35,152000000000.0,37500.0
Norway1996,Norway,1996,517,4078000,153.93,164000000000.0,40100.0
Norway1997,Norway,1997,533,4102100,158.60999999999999,161000000000.0,39300.0
Norway1998,Norway,1998,548,4129400,153.66,154000000000.0,37300.0
Norway1999,Norway,1999,583,4159745,163.32999999999998,162000000000.0,39000.0
Norway2000,Norway,2000,541,4168315,150.33,171000000000.0,41100.0
Norway2001,Norway,2001,549,4215103,154.29000000000002,174000000000.0,41300.0
Norway2002,Norway,2002,494,4243689,141.0,195000000000.0,46000.0
Norway2003,Norway,2003,502,4273124,138.07999999999996,229000000000.0,53500.0
Norway2004,Norway,2004,529,4301960,141.37,264000000000.0,61500.0
Norway2005,Norway,2005,533,4335092,142.09,309000000000.0,71200.0
Norway2006,Norway,2006,532,4372103,142.67000000000002,345000000000.0,79000.0
Norway2007,Norway,2007,485,4417369,127.77,401000000000.0,90800.0
Norway2008,Norway,2008,505,4472089,132.03,463000000000.0,103000.0
Norway2009,Norway,2009,573,4527536,145.73999999999995,387000000000.0,85400.0
Norway2010,Norway,2010,548,4582885,136.42999999999998,429000000000.0,93600.0
Norway2011,Norway,2011,598,4643300,146.49,499000000000.0,107000.0
Norway2012,Norway,2012,515,4706585,125.99999999999999,510000000000.0,108000.0
Norway2013,Norway,2013,554,4767605,127.00999999999999,524000000000.0,110000.0
Norway2014,Norway,2014,548,4827178,127.22999999999999,499000000000.0,103000.0
Norway2015,Norway,2015,590,4882909,136.43,387000000000.0,79200.0
Oman2009,Oman,2009,13,2607549,21.189999999999998,48400000000.0,18557.0
Oman2010,Oman,2010,13,2748440,3.8000000000000003,58600000000.0,21337.0
Oman2014,Oman,2014,7,3631098,1.51,81100000000.0,22328.0
Panama1985,Panama,1985,56,1899700,51.059999999999995,6540000000.0,3443.0
Panama1986,Panama,1986,82,1939900,60.91,6800000000.0,3504.0
Panama1987,Panama,1987,85,1980800,67.06,6830000000.0,3447.0
Panama1988,Panama,1988,87,2064310,60.19,5900000000.0,2859.0
Panama1989,Panama,1989,70,2112479,55.290000000000006,5920000000.0,2802.0
Panama1996,Panama,1996,113,2472851,66.38000000000001,9870000000.0,3992.0
Panama1997,Panama,1997,145,2526210,83.19,10700000000.0,4227.0
Panama1998,Panama,1998,148,2579433,76.68999999999998,11600000000.0,4488.0
Panama1999,Panama,1999,143,2633348,77.62999999999998,12100000000.0,4606.0
Panama2000,Panama,2000,143,2688510,85.58000000000001,12300000000.0,4577.0
Panama2001,Panama,2001,162,2742982,86.77000000000001,12500000000.0,4558.0
Panama2002,Panama,2002,160,2800046,78.94,13000000000.0,4641.0
Panama2003,Panama,2003,195,2858964,97.24,13700000000.0,4790.0
Panama2004,Panama,2004,186,2918453,81.76,15000000000.0,5144.0
Panama2005,Panama,2005,172,2977595,77.80999999999999,16400000000.0,5499.0
Panama2006,Panama,2006,185,3037959,91.63,18100000000.0,5972.0
Panama2007,Panama,2007,171,3097138,71.89999999999999,21300000000.0,6876.0
Panama2008,Panama,2008,186,3155636,73.3,25200000000.0,7972.0
Panama2009,Panama,2009,177,3214513,68.29,27100000000.0,8436.0
Panama2010,Panama,2010,151,3274415,64.0,29400000000.0,8991.0
Panama2011,Panama,2011,144,3334191,62.730000000000004,34700000000.0,10403.0
Panama2012,Panama,2012,135,3395244,55.519999999999996,40400000000.0,11908.0
Panama2013,Panama,2013,130,3457387,49.309999999999995,45600000000.0,13189.0
Panama2014,Panama,2014,147,3520213,55.98,49900000000.0,14181.0
Panama2015,Panama,2015,110,3583382,44.89999999999999,54300000000.0,15158.0
Paraguay1985,Paraguay,1985,63,3077314,39.42,2970000000.0,964.0
Paraguay1986,Paraguay,1986,56,3167535,26.759999999999998,3440000000.0,1086.0
Paraguay1987,Paraguay,1987,62,3261975,36.599999999999994,3780000000.0,1158.0
Paraguay1989,Paraguay,1989,67,3459176,35.33,4600000000.0,1330.0
Paraguay1990,Paraguay,1990,99,3560229,45.01,5700000000.0,1600.0
Paraguay1991,Paraguay,1991,75,3662812,27.140000000000004,6980000000.0,1907.0
Paraguay1994,Paraguay,1994,108,3972517,44.459999999999994,7870000000.0,1981.0
Paraguay1995,Paraguay,1995,118,4076758,40.330000000000005,9060000000.0,2223.0
Paraguay1996,Paraguay,1996,99,4181422,33.46,9790000000.0,2341.0
Paraguay1997,Paraguay,1997,126,4284973,35.580000000000005,9970000000.0,2326.0
Paraguay1998,Paraguay,1998,138,4388094,48.55,9020000000.0,2057.0
Paraguay1999,Paraguay,1999,161,4492220,44.42,8390000000.0,1868.0
Paraguay2000,Paraguay,2000,154,4598158,42.779999999999994,8200000000.0,1782.0
Paraguay2001,Paraguay,2001,152,4701314,56.52,7660000000.0,1630.0
Paraguay2002,Paraguay,2002,177,4809921,43.45000000000001,6330000000.0,1315.0
Paraguay2003,Paraguay,2003,174,4920489,51.35000000000001,6590000000.0,1339.0
Paraguay2004,Paraguay,2004,234,5027301,65.44000000000001,8030000000.0,1598.0
Paraguay2005,Paraguay,2005,239,5126457,62.81,8730000000.0,1704.0
Paraguay2006,Paraguay,2006,251,5223460,65.57,10600000000.0,2038.0
Paraguay2007,Paraguay,2007,227,5307169,62.51000000000001,13800000000.0,2599.0
Paraguay2008,Paraguay,2008,222,5382169,58.32,18500000000.0,3438.0
Paraguay2009,Paraguay,2009,283,5456220,67.32999999999998,15900000000.0,2920.0
Paraguay2010,Paraguay,2010,223,5534703,54.56000000000001,20000000000.0,3619.0
Paraguay2011,Paraguay,2011,298,5610499,67.83,25100000000.0,4474.0
Paraguay2012,Paraguay,2012,275,5695283,63.3,24600000000.0,4319.0
Paraguay2013,Paraguay,2013,323,5786207,75.39000000000001,29000000000.0,5006.0
Paraguay2014,Paraguay,2014,379,5877594,72.15,30900000000.0,5254.0
Philippines1992,Philippines,1992,347,55304684,9.81,53000000000.0,958.0
Philippines1993,Philippines,1993,846,56781569,21.97,54400000000.0,957.0
Philippines1997,Philippines,1997,814,62772694,20.24,82300000000.0,1312.0
Philippines1998,Philippines,1998,883,64252614,22.05,72200000000.0,1124.0
Philippines1999,Philippines,1999,1043,65740201,24.88,83000000000.0,1262.0
Philippines2000,Philippines,2000,1403,67243482,32.21,81000000000.0,1205.0
Philippines2001,Philippines,2001,1204,68738092,27.079999999999995,76300000000.0,1109.0
Philippines2002,Philippines,2002,1301,70256443,28.540000000000003,81400000000.0,1158.0
Philippines2003,Philippines,2003,1544,71781489,33.41,83900000000.0,1169.0
Philippines2006,Philippines,2006,1788,76435755,36.66,122000000000.0,1600.0
Philippines2007,Philippines,2007,1698,78008654,29.17,149000000000.0,1920.0
Philippines2008,Philippines,2008,1820,79595888,33.05,174000000000.0,2190.0
Philippines2009,Philippines,2009,2074,81193855,34.89,168000000000.0,2070.0
Philippines2010,Philippines,2010,2116,82760992,36.96000000000001,200000000000.0,2410.0
Philippines2011,Philippines,2011,2449,84201767,44.90999999999999,224000000000.0,2660.0
Poland1990,Poland,1990,4970,35164800,172.64,66000000000.0,1876.0
Poland1991,Poland,1991,5316,35396300,180.27000000000004,85500000000.0,2416.0
Poland1992,Poland,1992,5713,35605400,194.43000000000004,94300000000.0,2650.0
Poland1993,Poland,1993,5624,35792600,187.85000000000002,96000000000.0,2683.0
Poland1994,Poland,1994,5519,35960000,185.95999999999998,111000000000.0,3080.0
Poland1995,Poland,1995,5499,36104900,181.7,142000000000.0,3940.0
Poland1996,Poland,1996,5446,36243300,178.20999999999998,160000000000.0,4410.0
Poland1999,Poland,1999,5779,36575200,184.14999999999998,170000000000.0,4640.0
Poland2000,Poland,2000,5841,36233344,191.01,172000000000.0,4740.0
Poland2001,Poland,2001,5855,36295390,180.65,191000000000.0,5250.0
Poland2002,Poland,2002,5925,36347498,183.26999999999995,199000000000.0,5470.0
Poland2003,Poland,2003,5836,36353775,180.14999999999995,218000000000.0,5980.0
Poland2004,Poland,2004,6072,36371596,187.73999999999995,255000000000.0,7010.0
Poland2005,Poland,2005,6045,36371365,186.04,306000000000.0,8420.0
Poland2006,Poland,2006,5805,36348232,182.85,345000000000.0,9490.0
Poland2007,Poland,2007,5284,36310843,166.46999999999994,429000000000.0,11800.0
Poland2008,Poland,2008,5682,36262711,177.37999999999997,534000000000.0,14700.0
Poland2009,Poland,2009,6477,36223402,197.1,440000000000.0,12100.0
Poland2010,Poland,2010,6357,36027791,190.64,479000000000.0,13300.0
Poland2011,Poland,2011,6113,36008237,183.86,529000000000.0,14700.0
Poland2012,Poland,2012,6368,36013446,192.37000000000003,500000000000.0,13900.0
Poland2013,Poland,2013,6218,36023694,187.58999999999997,524000000000.0,14600.0
Poland2014,Poland,2014,5934,36059630,178.3,545000000000.0,15100.0
Poland2015,Poland,2015,5420,36086575,166.99,477000000000.0,13200.0
Portugal1985,Portugal,1985,983,9313930,164.82000000000002,27100000000.0,2912.0
Portugal1986,Portugal,1986,941,9349248,165.52999999999997,38700000000.0,4145.0
Portugal1987,Portugal,1987,960,9378989,171.32999999999998,48200000000.0,5138.0
Portugal1988,Portugal,1988,819,9400481,137.74999999999997,56400000000.0,5995.0
Portugal1989,Portugal,1989,747,9415270,130.32,60600000000.0,6436.0
Portugal1990,Portugal,1990,870,9420814,150.21,78700000000.0,8356.0
Portugal1991,Portugal,1991,942,9410507,165.15999999999997,89200000000.0,9483.0
Portugal1992,Portugal,1992,866,9401557,148.3,108000000000.0,11400.0
Portugal1993,Portugal,1993,780,9410082,125.83,95000000000.0,10098.0
Portugal1994,Portugal,1994,762,9436009,123.82000000000001,99700000000.0,10566.0
Portugal1995,Portugal,1995,809,9473844,128.93,118000000000.0,12500.0
Portugal1996,Portugal,1996,653,9515960,115.77000000000001,123000000000.0,12900.0
Portugal1997,Portugal,1997,628,9564579,102.17999999999999,117000000000.0,12200.0
Portugal1998,Portugal,1998,556,9617110,87.05999999999999,124000000000.0,12900.0
Portugal1999,Portugal,1999,545,9671357,89.46,127000000000.0,13200.0
Portugal2000,Portugal,2000,524,9740085,85.88000000000001,118000000000.0,12200.0
Portugal2001,Portugal,2001,761,9809536,115.73000000000003,122000000000.0,12400.0
Portugal2002,Portugal,2002,1210,9859832,171.82999999999998,134000000000.0,13600.0
Portugal2003,Portugal,2003,1156,9895009,166.45999999999998,165000000000.0,16700.0
Portugal2007,Portugal,2007,1020,10005713,143.54999999999998,240000000000.0,24000.0
Portugal2008,Portugal,2008,1038,10030640,141.01999999999998,262000000000.0,26100.0
Portugal2009,Portugal,2009,1025,10049918,139.7,244000000000.0,24300.0
Portugal2010,Portugal,2010,1099,10066628,148.84,238000000000.0,23700.0
Portugal2011,Portugal,2011,1017,10062815,127.86,245000000000.0,24300.0
Portugal2012,Portugal,2012,1076,10029396,139.4,216000000000.0,21600.0
Portugal2013,Portugal,2013,1052,9985074,132.73,226000000000.0,22600.0
Portugal2014,Portugal,2014,1222,9944433,153.88999999999996,230000000000.0,23100.0
Puerto Rico1985,Puerto Rico,1985,269,3082500,154.60999999999999,20300000000.0,6582.0
Puerto Rico1986,Puerto Rico,1986,310,3143200,178.23000000000002,22000000000.0,7002.0
Puerto Rico1987,Puerto Rico,1987,272,3189400,143.76,24000000000.0,7533.0
Puerto Rico1988,Puerto Rico,1988,314,3235600,161.68999999999997,26400000000.0,8155.0
Puerto Rico1989,Puerto Rico,1989,327,3283800,169.53999999999996,28200000000.0,8576.0
Puerto Rico1990,Puerto Rico,1990,371,3204000,181.58,30600000000.0,9552.0
Puerto Rico1991,Puerto Rico,1991,355,3237200,184.81,32300000000.0,9974.0
Puerto Rico1992,Puerto Rico,1992,314,3287900,135.30999999999997,34600000000.0,10533.0
Puerto Rico1993,Puerto Rico,1993,345,3312472,151.25,36900000000.0,11146.0
Puerto Rico1994,Puerto Rico,1994,355,3343624,147.27999999999994,39700000000.0,11871.0
Puerto Rico1995,Puerto Rico,1995,289,3375154,120.87,42600000000.0,12636.0
Puerto Rico1996,Puerto Rico,1996,331,3401823,139.81000000000003,45300000000.0,13328.0
Puerto Rico1997,Puerto Rico,1997,273,3432757,99.25999999999998,48200000000.0,14037.0
Puerto Rico1998,Puerto Rico,1998,321,3464834,131.07,54100000000.0,15610.0
Puerto Rico1999,Puerto Rico,1999,289,3492721,117.31,57800000000.0,16560.0
Puerto Rico2000,Puerto Rico,2000,305,3511947,108.26,61700000000.0,17569.0
Puerto Rico2001,Puerto Rico,2001,289,3522212,106.89,69200000000.0,19649.0
Puerto Rico2002,Puerto Rico,2002,239,3523951,91.59000000000002,71600000000.0,20325.0
Puerto Rico2003,Puerto Rico,2003,262,3519026,96.99000000000001,74800000000.0,21264.0
Puerto Rico2004,Puerto Rico,2004,279,3511462,108.95,80300000000.0,22874.0
Puerto Rico2005,Puerto Rico,2005,289,3504599,105.11,83900000000.0,23944.0
Puerto Rico2006,Puerto Rico,2006,265,3499036,95.30000000000001,87300000000.0,24943.0
Puerto Rico2007,Puerto Rico,2007,271,3493631,93.08000000000001,89500000000.0,25625.0
Puerto Rico2008,Puerto Rico,2008,300,3488811,107.08,93600000000.0,26840.0
Puerto Rico2009,Puerto Rico,2009,330,3484474,124.9,96400000000.0,27661.0
Puerto Rico2010,Puerto Rico,2010,286,3480379,103.84000000000002,98400000000.0,28267.0
Puerto Rico2011,Puerto Rico,2011,258,3475298,90.55000000000001,100000000000.0,28900.0
Puerto Rico2012,Puerto Rico,2012,248,3472672,87.1,102000000000.0,29200.0
Puerto Rico2013,Puerto Rico,2013,241,3471665,90.59000000000002,102000000000.0,29500.0
Puerto Rico2014,Puerto Rico,2014,220,3470956,77.09,102000000000.0,29500.0
Puerto Rico2015,Puerto Rico,2015,226,3469521,85.58000000000001,103000000000.0,29700.0
Qatar1995,Qatar,1995,0,463449,0.0,8140000000.0,17559.0
Qatar2001,Qatar,2001,23,539483,27.300000000000004,17500000000.0,32510.0
Qatar2004,Qatar,2004,21,697191,15.25,31700000000.0,45517.0
Qatar2005,Qatar,2005,17,796618,18.799999999999997,44500000000.0,55899.0
Qatar2006,Qatar,2006,29,940090,87.30000000000001,60900000000.0,64762.0
Qatar2007,Qatar,2007,41,1115479,28.61,79700000000.0,71460.0
Qatar2008,Qatar,2008,33,1310465,13.55,115000000000.0,88000.0
Qatar2009,Qatar,2009,44,1506649,19.900000000000002,97800000000.0,64911.0
Qatar2010,Qatar,2010,47,1689592,12.83,125000000000.0,74100.0
Qatar2011,Qatar,2011,50,1854081,18.849999999999998,168000000000.0,90500.0
Qatar2012,Qatar,2012,43,2003149,13.270000000000001,187000000000.0,93300.0
Qatar2013,Qatar,2013,37,2135349,8.23,199000000000.0,93100.0
Qatar2014,Qatar,2014,55,2251682,18.989999999999995,206000000000.0,91600.0
Qatar2015,Qatar,2015,66,2354147,18.84,165000000000.0,69900.0
Qatar2016,Qatar,2016,68,2213121,16.43,152000000000.0,62500.0
Republic of Korea1985,Republic of Korea,1985,3689,36716700,146.64999999999998,100000000000.0,2730.0
Republic of Korea1986,Republic of Korea,1986,3458,37540400,143.31,116000000000.0,3080.0
Republic of Korea1987,Republic of Korea,1987,3301,38114900,128.23999999999998,146000000000.0,3830.0
Republic of Korea1988,Republic of Korea,1988,2949,38700500,114.58000000000001,197000000000.0,5090.0
Republic of Korea1989,Republic of Korea,1989,3023,39171500,121.4,244000000000.0,6220.0
Republic of Korea1990,Republic of Korea,1990,3159,39589500,120.53,279000000000.0,7060.0
Republic of Korea1991,Republic of Korea,1991,3069,39993700,116.18000000000002,326000000000.0,8150.0
Republic of Korea1992,Republic of Korea,1992,3533,40371200,127.39,350000000000.0,8670.0
Republic of Korea1993,Republic of Korea,1993,4124,40754800,159.48000000000002,386000000000.0,9480.0
Republic of Korea1994,Republic of Korea,1994,4212,41145300,165.4,456000000000.0,11100.0
Republic of Korea1995,Republic of Korea,1995,4841,42076400,179.28000000000003,556000000000.0,13200.0
Republic of Korea1996,Republic of Korea,1996,5857,42507100,216.98999999999998,598000000000.0,14100.0
Republic of Korea1997,Republic of Korea,1997,6024,42956100,226.79999999999998,558000000000.0,13000.0
Republic of Korea1998,Republic of Korea,1998,8569,43395700,302.32,374000000000.0,8620.0
Republic of Korea1999,Republic of Korea,1999,7075,43817300,257.52000000000004,485000000000.0,11100.0
Republic of Korea2000,Republic of Korea,2000,6444,44271743,248.59,562000000000.0,12700.0
Republic of Korea2001,Republic of Korea,2001,6911,44710865,273.54,533000000000.0,11900.0
Republic of Korea2002,Republic of Korea,2002,8611,45110041,361.04,609000000000.0,13500.0
Republic of Korea2003,Republic of Korea,2003,10898,45455888,454.11999999999995,681000000000.0,15000.0
Republic of Korea2004,Republic of Korea,2004,11492,45779970,469.69999999999993,765000000000.0,16700.0
Republic of Korea2005,Republic of Korea,2005,12011,46151884,479.03999999999996,898000000000.0,19500.0
Republic of Korea2006,Republic of Korea,2006,10653,46513964,420.46,1010000000000.0,21800.0
Republic of Korea2007,Republic of Korea,2007,12174,46814207,466.5400000000001,1120000000000.0,24000.0
Republic of Korea2008,Republic of Korea,2008,12858,47101747,452.2800000000001,1000000000000.0,21300.0
Republic of Korea2009,Republic of Korea,2009,15402,47380017,519.5200000000001,902000000000.0,19000.0
Republic of Korea2010,Republic of Korea,2010,15558,47598615,518.2,1090000000000.0,23000.0
Republic of Korea2011,Republic of Korea,2011,15906,47798017,515.05,1200000000000.0,25200.0
Republic of Korea2012,Republic of Korea,2012,14159,48020985,443.25999999999993,1220000000000.0,25500.0
Republic of Korea2013,Republic of Korea,2013,14426,48248224,428.57,1310000000000.0,27100.0
Republic of Korea2014,Republic of Korea,2014,13834,48465917,385.3299999999999,1410000000000.0,29100.0
Republic of Korea2015,Republic of Korea,2015,13510,48671752,389.14000000000004,1380000000000.0,28400.0
Romania1989,Romania,1989,2529,21344500,157.77000000000004,42100000000.0,1973.0
Romania1990,Romania,1990,2079,21401900,125.91999999999999,39000000000.0,1822.0
Romania1991,Romania,1991,2161,21458000,133.38,29000000000.0,1351.0
Romania1992,Romania,1992,2650,21227100,164.18,25100000000.0,1183.0
Romania1993,Romania,1993,2774,21307600,162.07,26400000000.0,1237.0
Romania1994,Romania,1994,2887,21386000,172.78000000000003,30100000000.0,1406.0
Romania1995,Romania,1995,2793,21451300,156.18,37700000000.0,1756.0
Romania1996,Romania,1996,2828,21397300,159.98000000000002,37200000000.0,1738.0
Romania1997,Romania,1997,2859,21369000,161.6,35800000000.0,1677.0
Romania1998,Romania,1998,2838,21338400,161.28999999999996,42000000000.0,1967.0
Romania1999,Romania,1999,2736,21310800,158.27,36200000000.0,1698.0
Romania2000,Romania,2000,2836,21290400,159.19000000000003,37400000000.0,1758.0
Romania2001,Romania,2001,2720,21272887,149.10999999999999,40700000000.0,1914.0
Romania2002,Romania,2002,3067,20700580,173.6,46200000000.0,2231.0
Romania2003,Romania,2003,2894,20656841,159.70999999999998,59900000000.0,2898.0
Romania2004,Romania,2004,2720,20610767,151.19,76200000000.0,3698.0
Romania2005,Romania,2005,2603,20569960,146.01,99700000000.0,4847.0
Romania2006,Romania,2006,2721,20526561,149.09,124000000000.0,6020.0
Romania2007,Romania,2007,2430,20475026,136.05999999999997,176000000000.0,8590.0
Romania2008,Romania,2008,2472,20433803,140.4,214000000000.0,10500.0
Romania2009,Romania,2009,2586,20390882,144.01999999999998,173000000000.0,8470.0
